Airfoil,w_l1,w_l2,w_l3,w_l4,w_l5,w_l6,w_u1,w_u2,w_u3,w_u4,w_u5,w_u6,Alpha,CL,CD
B17,-0.15241,-0.01735,-0.11316,0.013274,-0.07604,-0.02249,0.156852,0.355294,0.101718,0.38034,0.16452,0.270806,8,1.1707,0.01266
B17,-0.15241,-0.01735,-0.11316,0.013274,-0.07604,-0.02249,0.156852,0.355294,0.101718,0.38034,0.16452,0.270806,10,1.2175,0.02035
B18,-0.13607,-0.01359,-0.1325,0.011765,-0.06933,-0.02434,0.144922,0.304694,0.123115,0.407635,0.189558,0.261825,-2,0.2003,0.00908
B18,-0.13607,-0.01359,-0.1325,0.011765,-0.06933,-0.02434,0.144922,0.304694,0.123115,0.407635,0.189558,0.261825,0,0.4102,0.00698
B18,-0.13607,-0.01359,-0.1325,0.011765,-0.06933,-0.02434,0.144922,0.304694,0.123115,0.407635,0.189558,0.261825,2,0.7249,0.0072
B18,-0.13607,-0.01359,-0.1325,0.011765,-0.06933,-0.02434,0.144922,0.304694,0.123115,0.407635,0.189558,0.261825,4,0.9043,0.00751
B18,-0.13607,-0.01359,-0.1325,0.011765,-0.06933,-0.02434,0.144922,0.304694,0.123115,0.407635,0.189558,0.261825,6,1.0233,0.00984
B18,-0.13607,-0.01359,-0.1325,0.011765,-0.06933,-0.02434,0.144922,0.304694,0.123115,0.407635,0.189558,0.261825,8,1.0612,0.01633
B18,-0.13607,-0.01359,-0.1325,0.011765,-0.06933,-0.02434,0.144922,0.304694,0.123115,0.407635,0.189558,0.261825,10,1.1395,0.02395
B19,-0.13643,-0.01767,-0.12582,0.011887,-0.08625,-0.02449,0.161454,0.324053,0.104505,0.317141,0.185261,0.252323,-2,0.1593,0.00838
B19,-0.13643,-0.01767,-0.12582,0.011887,-0.08625,-0.02449,0.161454,0.324053,0.104505,0.317141,0.185261,0.252323,0,0.36,0.00621
B19,-0.13643,-0.01767,-0.12582,0.011887,-0.08625,-0.02449,0.161454,0.324053,0.104505,0.317141,0.185261,0.252323,2,0.6464,0.00768
B19,-0.13643,-0.01767,-0.12582,0.011887,-0.08625,-0.02449,0.161454,0.324053,0.104505,0.317141,0.185261,0.252323,4,0.8051,0.00924
B19,-0.13643,-0.01767,-0.12582,0.011887,-0.08625,-0.02449,0.161454,0.324053,0.104505,0.317141,0.185261,0.252323,6,0.9768,0.01081
B19,-0.13643,-0.01767,-0.12582,0.011887,-0.08625,-0.02449,0.161454,0.324053,0.104505,0.317141,0.185261,0.252323,8,1.1454,0.01261
B19,-0.13643,-0.01767,-0.12582,0.011887,-0.08625,-0.02449,0.161454,0.324053,0.104505,0.317141,0.185261,0.252323,10,1.2249,0.01925
B20,-0.16008,-0.0152,-0.10588,0.013689,-0.08397,-0.02369,0.169977,0.367231,0.097369,0.319307,0.182786,0.269776,-2,0.177,0.00873
B20,-0.16008,-0.0152,-0.10588,0.013689,-0.08397,-0.02369,0.169977,0.367231,0.097369,0.319307,0.182786,0.269776,0,0.3455,0.00763
B20,-0.16008,-0.0152,-0.10588,0.013689,-0.08397,-0.02369,0.169977,0.367231,0.097369,0.319307,0.182786,0.269776,2,0.6498,0.00878
B20,-0.16008,-0.0152,-0.10588,0.013689,-0.08397,-0.02369,0.169977,0.367231,0.097369,0.319307,0.182786,0.269776,4,0.8212,0.00989
B20,-0.16008,-0.0152,-0.10588,0.013689,-0.08397,-0.02369,0.169977,0.367231,0.097369,0.319307,0.182786,0.269776,6,0.9982,0.01137
B20,-0.16008,-0.0152,-0.10588,0.013689,-0.08397,-0.02369,0.169977,0.367231,0.097369,0.319307,0.182786,0.269776,8,1.1741,0.01275
B20,-0.16008,-0.0152,-0.10588,0.013689,-0.08397,-0.02369,0.169977,0.367231,0.097369,0.319307,0.182786,0.269776,10,1.2995,0.01644
B21,-0.1384,-0.01751,-0.12836,0.011323,-0.08759,-0.01903,0.155486,0.373403,0.111225,0.398772,0.156586,0.297033,-2,0.2068,0.00887
B21,-0.1384,-0.01751,-0.12836,0.011323,-0.08759,-0.01903,0.155486,0.373403,0.111225,0.398772,0.156586,0.297033,0,0.4002,0.00675
B21,-0.1384,-0.01751,-0.12836,0.011323,-0.08759,-0.01903,0.155486,0.373403,0.111225,0.398772,0.156586,0.297033,2,0.7181,0.00765
B21,-0.1384,-0.01751,-0.12836,0.011323,-0.08759,-0.01903,0.155486,0.373403,0.111225,0.398772,0.156586,0.297033,4,0.8667,0.00901
B21,-0.1384,-0.01751,-0.12836,0.011323,-0.08759,-0.01903,0.155486,0.373403,0.111225,0.398772,0.156586,0.297033,6,1.0258,0.01066
B21,-0.1384,-0.01751,-0.12836,0.011323,-0.08759,-0.01903,0.155486,0.373403,0.111225,0.398772,0.156586,0.297033,8,1.1739,0.01261
B21,-0.1384,-0.01751,-0.12836,0.011323,-0.08759,-0.01903,0.155486,0.373403,0.111225,0.398772,0.156586,0.297033,10,1.2053,0.02087
B22,-0.14938,-0.01574,-0.13003,0.01123,-0.07759,-0.02509,0.159249,0.375414,0.103418,0.334305,0.183327,0.282999,-2,0.186,0.00861
B22,-0.14938,-0.01574,-0.13003,0.01123,-0.07759,-0.02509,0.159249,0.375414,0.103418,0.334305,0.183327,0.282999,0,0.3567,0.00678
B22,-0.14938,-0.01574,-0.13003,0.01123,-0.07759,-0.02509,0.159249,0.375414,0.103418,0.334305,0.183327,0.282999,2,0.6602,0.00859
B22,-0.14938,-0.01574,-0.13003,0.01123,-0.07759,-0.02509,0.159249,0.375414,0.103418,0.334305,0.183327,0.282999,4,0.8278,0.00976
B22,-0.14938,-0.01574,-0.13003,0.01123,-0.07759,-0.02509,0.159249,0.375414,0.103418,0.334305,0.183327,0.282999,6,1.0032,0.01121
B22,-0.14938,-0.01574,-0.13003,0.01123,-0.07759,-0.02509,0.159249,0.375414,0.103418,0.334305,0.183327,0.282999,8,1.173,0.01264
B22,-0.14938,-0.01574,-0.13003,0.01123,-0.07759,-0.02509,0.159249,0.375414,0.103418,0.334305,0.183327,0.282999,10,1.237,0.01951
B23,-0.15192,-0.01602,-0.11993,0.013412,-0.08133,-0.02404,0.19322,0.377794,0.098761,0.349165,0.18005,0.276478,-2,0.194,0.00884
B23,-0.15192,-0.01602,-0.11993,0.013412,-0.08133,-0.02404,0.19322,0.377794,0.098761,0.349165,0.18005,0.276478,0,0.3543,0.00719
B23,-0.15192,-0.01602,-0.11993,0.013412,-0.08133,-0.02404,0.19322,0.377794,0.098761,0.349165,0.18005,0.276478,2,0.6673,0.00897
B23,-0.15192,-0.01602,-0.11993,0.013412,-0.08133,-0.02404,0.19322,0.377794,0.098761,0.349165,0.18005,0.276478,4,0.8356,0.01013
B23,-0.15192,-0.01602,-0.11993,0.013412,-0.08133,-0.02404,0.19322,0.377794,0.098761,0.349165,0.18005,0.276478,6,1.01,0.01163
B23,-0.15192,-0.01602,-0.11993,0.013412,-0.08133,-0.02404,0.19322,0.377794,0.098761,0.349165,0.18005,0.276478,8,1.1848,0.01331
B23,-0.15192,-0.01602,-0.11993,0.013412,-0.08133,-0.02404,0.19322,0.377794,0.098761,0.349165,0.18005,0.276478,10,1.3374,0.01501
B24,-0.15622,-0.01374,-0.13128,0.010995,-0.08337,-0.02227,0.178757,0.313398,0.100805,0.372156,0.186044,0.296504,-2,0.2023,0.00886
B24,-0.15622,-0.01374,-0.13128,0.010995,-0.08337,-0.02227,0.178757,0.313398,0.100805,0.372156,0.186044,0.296504,0,0.3884,0.00645
B24,-0.15622,-0.01374,-0.13128,0.010995,-0.08337,-0.02227,0.178757,0.313398,0.100805,0.372156,0.186044,0.296504,2,0.7203,0.00701
B24,-0.15622,-0.01374,-0.13128,0.010995,-0.08337,-0.02227,0.178757,0.313398,0.100805,0.372156,0.186044,0.296504,4,0.8331,0.00919
B24,-0.15622,-0.01374,-0.13128,0.010995,-0.08337,-0.02227,0.178757,0.313398,0.100805,0.372156,0.186044,0.296504,6,0.9811,0.01112
B24,-0.15622,-0.01374,-0.13128,0.010995,-0.08337,-0.02227,0.178757,0.313398,0.100805,0.372156,0.186044,0.296504,8,1.1261,0.0131
B24,-0.15622,-0.01374,-0.13128,0.010995,-0.08337,-0.02227,0.178757,0.313398,0.100805,0.372156,0.186044,0.296504,10,1.2495,0.01702
B25,-0.14821,-0.01582,-0.1111,0.010553,-0.07853,-0.01961,0.150252,0.371254,0.099465,0.376051,0.174426,0.236542,-2,0.1785,0.00904
B25,-0.14821,-0.01582,-0.1111,0.010553,-0.07853,-0.01961,0.150252,0.371254,0.099465,0.376051,0.174426,0.236542,0,0.3717,0.00652
B25,-0.14821,-0.01582,-0.1111,0.010553,-0.07853,-0.01961,0.150252,0.371254,0.099465,0.376051,0.174426,0.236542,2,0.6732,0.00745
B25,-0.14821,-0.01582,-0.1111,0.010553,-0.07853,-0.01961,0.150252,0.371254,0.099465,0.376051,0.174426,0.236542,4,0.8357,0.00906
B25,-0.14821,-0.01582,-0.1111,0.010553,-0.07853,-0.01961,0.150252,0.371254,0.099465,0.376051,0.174426,0.236542,6,1.0086,0.01069
B25,-0.14821,-0.01582,-0.1111,0.010553,-0.07853,-0.01961,0.150252,0.371254,0.099465,0.376051,0.174426,0.236542,8,1.1739,0.01267
B25,-0.14821,-0.01582,-0.1111,0.010553,-0.07853,-0.01961,0.150252,0.371254,0.099465,0.376051,0.174426,0.236542,10,1.2036,0.02155
B26,-0.16783,-0.01499,-0.11196,0.010814,-0.08406,-0.02347,0.163405,0.347293,0.106728,0.363871,0.159731,0.246605,-2,0.1652,0.00915
B26,-0.16783,-0.01499,-0.11196,0.010814,-0.08406,-0.02347,0.163405,0.347293,0.106728,0.363871,0.159731,0.246605,0,0.3593,0.00713
B26,-0.16783,-0.01499,-0.11196,0.010814,-0.08406,-0.02347,0.163405,0.347293,0.106728,0.363871,0.159731,0.246605,2,0.6657,0.00745
B26,-0.16783,-0.01499,-0.11196,0.010814,-0.08406,-0.02347,0.163405,0.347293,0.106728,0.363871,0.159731,0.246605,4,0.8267,0.00903
B26,-0.16783,-0.01499,-0.11196,0.010814,-0.08406,-0.02347,0.163405,0.347293,0.106728,0.363871,0.159731,0.246605,6,0.9985,0.01067
B26,-0.16783,-0.01499,-0.11196,0.010814,-0.08406,-0.02347,0.163405,0.347293,0.106728,0.363871,0.159731,0.246605,8,1.1663,0.01251
B26,-0.16783,-0.01499,-0.11196,0.010814,-0.08406,-0.02347,0.163405,0.347293,0.106728,0.363871,0.159731,0.246605,10,1.2325,0.0192
B27,-0.14453,-0.01688,-0.12955,0.01119,-0.07404,-0.02166,0.156156,0.359533,0.114641,0.37493,0.146553,0.278523,-2,0.1837,0.00886
B27,-0.14453,-0.01688,-0.12955,0.01119,-0.07404,-0.02166,0.156156,0.359533,0.114641,0.37493,0.146553,0.278523,0,0.3735,0.00665
B27,-0.14453,-0.01688,-0.12955,0.01119,-0.07404,-0.02166,0.156156,0.359533,0.114641,0.37493,0.146553,0.278523,2,0.6814,0.00757
B27,-0.14453,-0.01688,-0.12955,0.01119,-0.07404,-0.02166,0.156156,0.359533,0.114641,0.37493,0.146553,0.278523,4,0.8443,0.00895
B27,-0.14453,-0.01688,-0.12955,0.01119,-0.07404,-0.02166,0.156156,0.359533,0.114641,0.37493,0.146553,0.278523,6,1.0157,0.01053
B27,-0.14453,-0.01688,-0.12955,0.01119,-0.07404,-0.02166,0.156156,0.359533,0.114641,0.37493,0.146553,0.278523,8,1.1788,0.01246
B27,-0.14453,-0.01688,-0.12955,0.01119,-0.07404,-0.02166,0.156156,0.359533,0.114641,0.37493,0.146553,0.278523,10,1.2148,0.02055
B28,-0.17252,-0.01736,-0.13027,0.012075,-0.0759,-0.02502,0.183995,0.379146,0.105935,0.331266,0.178834,0.288206,-2,0.1837,0.00896
B28,-0.17252,-0.01736,-0.13027,0.012075,-0.0759,-0.02502,0.183995,0.379146,0.105935,0.331266,0.178834,0.288206,0,0.3505,0.00822
B28,-0.17252,-0.01736,-0.13027,0.012075,-0.0759,-0.02502,0.183995,0.379146,0.105935,0.331266,0.178834,0.288206,2,0.6551,0.009
B28,-0.17252,-0.01736,-0.13027,0.012075,-0.0759,-0.02502,0.183995,0.379146,0.105935,0.331266,0.178834,0.288206,4,0.8272,0.0101
B28,-0.17252,-0.01736,-0.13027,0.012075,-0.0759,-0.02502,0.183995,0.379146,0.105935,0.331266,0.178834,0.288206,6,1.0052,0.01157
B28,-0.17252,-0.01736,-0.13027,0.012075,-0.0759,-0.02502,0.183995,0.379146,0.105935,0.331266,0.178834,0.288206,8,1.182,0.013
B28,-0.17252,-0.01736,-0.13027,0.012075,-0.0759,-0.02502,0.183995,0.379146,0.105935,0.331266,0.178834,0.288206,10,1.335,0.01482
B29,-0.16433,-0.01338,-0.10512,0.010754,-0.08791,-0.01887,0.167849,0.314186,0.119675,0.32077,0.169298,0.25135,-2,0.1595,0.00886
B29,-0.16433,-0.01338,-0.10512,0.010754,-0.08791,-0.01887,0.167849,0.314186,0.119675,0.32077,0.169298,0.25135,0,0.3501,0.0068
B29,-0.16433,-0.01338,-0.10512,0.010754,-0.08791,-0.01887,0.167849,0.314186,0.119675,0.32077,0.169298,0.25135,2,0.6529,0.00742
B29,-0.16433,-0.01338,-0.10512,0.010754,-0.08791,-0.01887,0.167849,0.314186,0.119675,0.32077,0.169298,0.25135,4,0.8129,0.00897
B29,-0.16433,-0.01338,-0.10512,0.010754,-0.08791,-0.01887,0.167849,0.314186,0.119675,0.32077,0.169298,0.25135,6,0.9843,0.01062
B29,-0.16433,-0.01338,-0.10512,0.010754,-0.08791,-0.01887,0.167849,0.314186,0.119675,0.32077,0.169298,0.25135,8,1.1538,0.01254
B29,-0.16433,-0.01338,-0.10512,0.010754,-0.08791,-0.01887,0.167849,0.314186,0.119675,0.32077,0.169298,0.25135,10,1.2388,0.01874
B30,-0.13492,-0.01378,-0.13196,0.012792,-0.06736,-0.02525,0.151209,0.307928,0.113323,0.328545,0.18447,0.305297,-2,0.1875,0.00817
B30,-0.13492,-0.01378,-0.13196,0.012792,-0.06736,-0.02525,0.151209,0.307928,0.113323,0.328545,0.18447,0.305297,0,0.402,0.00617
B30,-0.13492,-0.01378,-0.13196,0.012792,-0.06736,-0.02525,0.151209,0.307928,0.113323,0.328545,0.18447,0.305297,2,0.6956,0.00693
B30,-0.13492,-0.01378,-0.13196,0.012792,-0.06736,-0.02525,0.151209,0.307928,0.113323,0.328545,0.18447,0.305297,4,0.8309,0.00877
B30,-0.13492,-0.01378,-0.13196,0.012792,-0.06736,-0.02525,0.151209,0.307928,0.113323,0.328545,0.18447,0.305297,6,0.9868,0.01064
B30,-0.13492,-0.01378,-0.13196,0.012792,-0.06736,-0.02525,0.151209,0.307928,0.113323,0.328545,0.18447,0.305297,8,1.1179,0.01376
B30,-0.13492,-0.01378,-0.13196,0.012792,-0.06736,-0.02525,0.151209,0.307928,0.113323,0.328545,0.18447,0.305297,10,1.1935,0.02079
B31,-0.16237,-0.0171,-0.10293,0.013639,-0.07946,-0.02419,0.161786,0.327332,0.115117,0.355211,0.18725,0.293328,-2,0.2047,0.00885
B31,-0.16237,-0.0171,-0.10293,0.013639,-0.07946,-0.02419,0.161786,0.327332,0.115117,0.355211,0.18725,0.293328,0,0.3879,0.00661
B31,-0.16237,-0.0171,-0.10293,0.013639,-0.07946,-0.02419,0.161786,0.327332,0.115117,0.355211,0.18725,0.293328,2,0.7145,0.00716
B31,-0.16237,-0.0171,-0.10293,0.013639,-0.07946,-0.02419,0.161786,0.327332,0.115117,0.355211,0.18725,0.293328,4,0.8514,0.00893
B31,-0.16237,-0.0171,-0.10293,0.013639,-0.07946,-0.02419,0.161786,0.327332,0.115117,0.355211,0.18725,0.293328,6,1.005,0.01076
B31,-0.16237,-0.0171,-0.10293,0.013639,-0.07946,-0.02419,0.161786,0.327332,0.115117,0.355211,0.18725,0.293328,8,1.1494,0.01281
B31,-0.16237,-0.0171,-0.10293,0.013639,-0.07946,-0.02419,0.161786,0.327332,0.115117,0.355211,0.18725,0.293328,10,1.2184,0.01968
B32,-0.17003,-0.01594,-0.11661,0.010413,-0.08913,-0.02474,0.148205,0.302714,0.12572,0.316448,0.1685,0.289784,-2,0.1647,0.00866
B32,-0.17003,-0.01594,-0.11661,0.010413,-0.08913,-0.02474,0.148205,0.302714,0.12572,0.316448,0.1685,0.289784,0,0.3463,0.0064
B32,-0.17003,-0.01594,-0.11661,0.010413,-0.08913,-0.02474,0.148205,0.302714,0.12572,0.316448,0.1685,0.289784,2,0.6739,0.00721
B32,-0.17003,-0.01594,-0.11661,0.010413,-0.08913,-0.02474,0.148205,0.302714,0.12572,0.316448,0.1685,0.289784,4,0.8234,0.00862
B32,-0.17003,-0.01594,-0.11661,0.010413,-0.08913,-0.02474,0.148205,0.302714,0.12572,0.316448,0.1685,0.289784,6,0.9799,0.01039
B32,-0.17003,-0.01594,-0.11661,0.010413,-0.08913,-0.02474,0.148205,0.302714,0.12572,0.316448,0.1685,0.289784,8,1.0864,0.01517
B32,-0.17003,-0.01594,-0.11661,0.010413,-0.08913,-0.02474,0.148205,0.302714,0.12572,0.316448,0.1685,0.289784,10,1.1763,0.02088
B33,-0.16315,-0.01622,-0.12617,0.011993,-0.08804,-0.02144,0.183109,0.374619,0.127768,0.373858,0.155053,0.281045,-2,0.1913,0.00926
B33,-0.16315,-0.01622,-0.12617,0.011993,-0.08804,-0.02144,0.183109,0.374619,0.127768,0.373858,0.155053,0.281045,0,0.3708,0.00713
B33,-0.16315,-0.01622,-0.12617,0.011993,-0.08804,-0.02144,0.183109,0.374619,0.127768,0.373858,0.155053,0.281045,2,0.6915,0.00829
B33,-0.16315,-0.01622,-0.12617,0.011993,-0.08804,-0.02144,0.183109,0.374619,0.127768,0.373858,0.155053,0.281045,4,0.8543,0.00952
B33,-0.16315,-0.01622,-0.12617,0.011993,-0.08804,-0.02144,0.183109,0.374619,0.127768,0.373858,0.155053,0.281045,6,1.0251,0.01098
B33,-0.16315,-0.01622,-0.12617,0.011993,-0.08804,-0.02144,0.183109,0.374619,0.127768,0.373858,0.155053,0.281045,8,1.1929,0.01267
B33,-0.16315,-0.01622,-0.12617,0.011993,-0.08804,-0.02144,0.183109,0.374619,0.127768,0.373858,0.155053,0.281045,10,1.3326,0.01492
B34,-0.14005,-0.01389,-0.13153,0.012346,-0.08072,-0.01971,0.152555,0.29831,0.121271,0.365733,0.15102,0.26559,-2,0.1675,0.00875
B34,-0.14005,-0.01389,-0.13153,0.012346,-0.08072,-0.01971,0.152555,0.29831,0.121271,0.365733,0.15102,0.26559,0,0.3679,0.00656
B34,-0.14005,-0.01389,-0.13153,0.012346,-0.08072,-0.01971,0.152555,0.29831,0.121271,0.365733,0.15102,0.26559,2,0.6818,0.00695
B34,-0.14005,-0.01389,-0.13153,0.012346,-0.08072,-0.01971,0.152555,0.29831,0.121271,0.365733,0.15102,0.26559,4,0.8498,0.00768
B34,-0.14005,-0.01389,-0.13153,0.012346,-0.08072,-0.01971,0.152555,0.29831,0.121271,0.365733,0.15102,0.26559,6,0.9928,0.01009
B34,-0.14005,-0.01389,-0.13153,0.012346,-0.08072,-0.01971,0.152555,0.29831,0.121271,0.365733,0.15102,0.26559,8,1.1112,0.01419
B34,-0.14005,-0.01389,-0.13153,0.012346,-0.08072,-0.01971,0.152555,0.29831,0.121271,0.365733,0.15102,0.26559,10,1.1781,0.02125
B35,-0.14997,-0.01699,-0.12001,0.011939,-0.0723,-0.02489,0.179615,0.337778,0.113647,0.403807,0.186677,0.307837,-2,0.2339,0.00903
B35,-0.14997,-0.01699,-0.12001,0.011939,-0.0723,-0.02489,0.179615,0.337778,0.113647,0.403807,0.186677,0.307837,0,0.4305,0.00671
B35,-0.14997,-0.01699,-0.12001,0.011939,-0.0723,-0.02489,0.179615,0.337778,0.113647,0.403807,0.186677,0.307837,2,0.7539,0.0072
B35,-0.14997,-0.01699,-0.12001,0.011939,-0.0723,-0.02489,0.179615,0.337778,0.113647,0.403807,0.186677,0.307837,4,0.8835,0.00876
B35,-0.14997,-0.01699,-0.12001,0.011939,-0.0723,-0.02489,0.179615,0.337778,0.113647,0.403807,0.186677,0.307837,6,1.0181,0.01095
B35,-0.14997,-0.01699,-0.12001,0.011939,-0.0723,-0.02489,0.179615,0.337778,0.113647,0.403807,0.186677,0.307837,8,1.1516,0.01311
B35,-0.14997,-0.01699,-0.12001,0.011939,-0.0723,-0.02489,0.179615,0.337778,0.113647,0.403807,0.186677,0.307837,10,1.2778,0.01658
B36,-0.16627,-0.01475,-0.12262,0.012115,-0.08282,-0.02253,0.166081,0.362813,0.109919,0.356093,0.153376,0.284208,-2,0.1802,0.00899
B36,-0.16627,-0.01475,-0.12262,0.012115,-0.08282,-0.02253,0.166081,0.362813,0.109919,0.356093,0.153376,0.284208,0,0.3602,0.00702
B36,-0.16627,-0.01475,-0.12262,0.012115,-0.08282,-0.02253,0.166081,0.362813,0.109919,0.356093,0.153376,0.284208,2,0.668,0.00818
B36,-0.16627,-0.01475,-0.12262,0.012115,-0.08282,-0.02253,0.166081,0.362813,0.109919,0.356093,0.153376,0.284208,4,0.8332,0.00945
B36,-0.16627,-0.01475,-0.12262,0.012115,-0.08282,-0.02253,0.166081,0.362813,0.109919,0.356093,0.153376,0.284208,6,1.0072,0.0109
B36,-0.16627,-0.01475,-0.12262,0.012115,-0.08282,-0.02253,0.166081,0.362813,0.109919,0.356093,0.153376,0.284208,8,1.1763,0.01251
B36,-0.16627,-0.01475,-0.12262,0.012115,-0.08282,-0.02253,0.166081,0.362813,0.109919,0.356093,0.153376,0.284208,10,1.2509,0.01851
B37,-0.14391,-0.01614,-0.12321,0.012735,-0.08075,-0.01906,0.191495,0.362756,0.096811,0.336807,0.145193,0.286817,-2,0.175,0.00875
B37,-0.14391,-0.01614,-0.12321,0.012735,-0.08075,-0.01906,0.191495,0.362756,0.096811,0.336807,0.145193,0.286817,0,0.3407,0.00721
B37,-0.14391,-0.01614,-0.12321,0.012735,-0.08075,-0.01906,0.191495,0.362756,0.096811,0.336807,0.145193,0.286817,2,0.6484,0.00882
B37,-0.14391,-0.01614,-0.12321,0.012735,-0.08075,-0.01906,0.191495,0.362756,0.096811,0.336807,0.145193,0.286817,4,0.8207,0.00996
B37,-0.14391,-0.01614,-0.12321,0.012735,-0.08075,-0.01906,0.191495,0.362756,0.096811,0.336807,0.145193,0.286817,6,1.0013,0.01133
B37,-0.14391,-0.01614,-0.12321,0.012735,-0.08075,-0.01906,0.191495,0.362756,0.096811,0.336807,0.145193,0.286817,8,1.18,0.01301
B37,-0.14391,-0.01614,-0.12321,0.012735,-0.08075,-0.01906,0.191495,0.362756,0.096811,0.336807,0.145193,0.286817,10,1.3428,0.01481
B38,-0.17148,-0.01666,-0.12332,0.013224,-0.06888,-0.01943,0.178148,0.289321,0.095759,0.387299,0.14868,0.300882,-2,0.1926,0.00897
B38,-0.17148,-0.01666,-0.12332,0.013224,-0.06888,-0.01943,0.178148,0.289321,0.095759,0.387299,0.14868,0.300882,0,0.3832,0.00693
B38,-0.17148,-0.01666,-0.12332,0.013224,-0.06888,-0.01943,0.178148,0.289321,0.095759,0.387299,0.14868,0.300882,2,0.7019,0.00685
B38,-0.17148,-0.01666,-0.12332,0.013224,-0.06888,-0.01943,0.178148,0.289321,0.095759,0.387299,0.14868,0.300882,4,0.8336,0.00859
B38,-0.17148,-0.01666,-0.12332,0.013224,-0.06888,-0.01943,0.178148,0.289321,0.095759,0.387299,0.14868,0.300882,6,0.9763,0.01107
B38,-0.17148,-0.01666,-0.12332,0.013224,-0.06888,-0.01943,0.178148,0.289321,0.095759,0.387299,0.14868,0.300882,8,1.1228,0.01335
B38,-0.17148,-0.01666,-0.12332,0.013224,-0.06888,-0.01943,0.178148,0.289321,0.095759,0.387299,0.14868,0.300882,10,1.2351,0.01802
B39,-0.14764,-0.01492,-0.11479,0.013505,-0.06839,-0.02413,0.185532,0.295663,0.111825,0.420436,0.156517,0.240981,-2,0.1863,0.00959
B39,-0.14764,-0.01492,-0.11479,0.013505,-0.06839,-0.02413,0.185532,0.295663,0.111825,0.420436,0.156517,0.240981,0,0.3859,0.00692
B39,-0.14764,-0.01492,-0.11479,0.013505,-0.06839,-0.02413,0.185532,0.295663,0.111825,0.420436,0.156517,0.240981,2,0.7011,0.00708
B39,-0.14764,-0.01492,-0.11479,0.013505,-0.06839,-0.02413,0.185532,0.295663,0.111825,0.420436,0.156517,0.240981,4,0.8809,0.00747
B39,-0.14764,-0.01492,-0.11479,0.013505,-0.06839,-0.02413,0.185532,0.295663,0.111825,0.420436,0.156517,0.240981,6,1.0064,0.01065
B39,-0.14764,-0.01492,-0.11479,0.013505,-0.06839,-0.02413,0.185532,0.295663,0.111825,0.420436,0.156517,0.240981,8,1.1428,0.0134
B40,-0.14126,-0.0133,-0.09927,0.011441,-0.07036,-0.01986,0.145817,0.29144,0.118134,0.361191,0.170901,0.244057,-2,0.1747,0.00897
B40,-0.14126,-0.0133,-0.09927,0.011441,-0.07036,-0.01986,0.145817,0.29144,0.118134,0.361191,0.170901,0.244057,0,0.3874,0.00655
B40,-0.14126,-0.0133,-0.09927,0.011441,-0.07036,-0.01986,0.145817,0.29144,0.118134,0.361191,0.170901,0.244057,2,0.6821,0.00679
B40,-0.14126,-0.0133,-0.09927,0.011441,-0.07036,-0.01986,0.145817,0.29144,0.118134,0.361191,0.170901,0.244057,4,0.8594,0.00738
B40,-0.14126,-0.0133,-0.09927,0.011441,-0.07036,-0.01986,0.145817,0.29144,0.118134,0.361191,0.170901,0.244057,6,0.995,0.0102
B40,-0.14126,-0.0133,-0.09927,0.011441,-0.07036,-0.01986,0.145817,0.29144,0.118134,0.361191,0.170901,0.244057,8,1.0848,0.01592
B40,-0.14126,-0.0133,-0.09927,0.011441,-0.07036,-0.01986,0.145817,0.29144,0.118134,0.361191,0.170901,0.244057,10,1.1757,0.02209
B41,-0.13314,-0.01424,-0.10472,0.013989,-0.08483,-0.02043,0.181712,0.368176,0.117296,0.395296,0.144015,0.249051,-2,0.1897,0.00922
B41,-0.13314,-0.01424,-0.10472,0.013989,-0.08483,-0.02043,0.181712,0.368176,0.117296,0.395296,0.144015,0.249051,0,0.3916,0.00681
B41,-0.13314,-0.01424,-0.10472,0.013989,-0.08483,-0.02043,0.181712,0.368176,0.117296,0.395296,0.144015,0.249051,2,0.695,0.00769
B41,-0.13314,-0.01424,-0.10472,0.013989,-0.08483,-0.02043,0.181712,0.368176,0.117296,0.395296,0.144015,0.249051,4,0.8598,0.00912
B41,-0.13314,-0.01424,-0.10472,0.013989,-0.08483,-0.02043,0.181712,0.368176,0.117296,0.395296,0.144015,0.249051,6,1.0311,0.01076
B41,-0.13314,-0.01424,-0.10472,0.013989,-0.08483,-0.02043,0.181712,0.368176,0.117296,0.395296,0.144015,0.249051,8,1.2,0.01262
B41,-0.13314,-0.01424,-0.10472,0.013989,-0.08483,-0.02043,0.181712,0.368176,0.117296,0.395296,0.144015,0.249051,10,1.3369,0.01519
B42,-0.14231,-0.01432,-0.12132,0.014048,-0.08843,-0.0202,0.165061,0.284129,0.126511,0.382029,0.19311,0.235002,-2,0.1777,0.0093
B42,-0.14231,-0.01432,-0.12132,0.014048,-0.08843,-0.0202,0.165061,0.284129,0.126511,0.382029,0.19311,0.235002,0,0.3804,0.00686
B42,-0.14231,-0.01432,-0.12132,0.014048,-0.08843,-0.0202,0.165061,0.284129,0.126511,0.382029,0.19311,0.235002,2,0.7029,0.00707
B42,-0.14231,-0.01432,-0.12132,0.014048,-0.08843,-0.0202,0.165061,0.284129,0.126511,0.382029,0.19311,0.235002,4,0.8798,0.00735
